ID	DOCULECT	CONCEPT	VALUE	TOKENS	NOTE	COGID	FORM	ALIGNMENT
3818	Akkadian	to dam up, to block	sekēru	s e k eː r u	(CAD S 210, AHw. 1035)	1880	sekeːru	^ s e k eː r u $
3819	Ugaritic	a bolt	skr	s k r	(DUL 749)	1880	skr	^ s k r $
3820	Hebrew	(nip.) to be obstructed	skr	s k r	(HALOT 756)	1880	skr	^ s k r $
3821	Syriac	to shut, to close up	skr	s k r	(LSyr. 475)	1880	skr	^ s k r $
3822	Arabic	to dam, stop up	skr	s k r	(BK 1 1113, Lane 1391)	1880	skr	^ s k r $
3823	PS	to break	*ṯbr	θ b r	(HALOT 1402)	1881	θbr	^ θ b r $
3824	Akkadian	to break, fracture	šebēru	ʃ e b eː r u	(CAD Š₂ 246; AHw. 1206)	1881	ʃebeːru	^ ʃ e b eː r u $
3825	Ugaritic	to break, shatter	ṯbr	θ b r	(DUL 884)	1881	θbr	^ θ b r $
3826	Hebrew	to shatter, smash	šbr	ʃ b r	(HALOT 1402)	1881	ʃbr	^ ʃ b r $
3827	Syriac	to break	tbr	t b r	(LSyr. 815, SL 1622)	1881	tbr	^ t b r $
3828	Arabic	to restrain; to curse; to destroy; to perish	ṯbr	θ b r	(BK 1 217, Lane 330)	1881	θbr	^ θ b r $
3829	Geez	to break	sabara	s a b a r a	(CDG 485)	1881	sabara	^ s a b a r a $
3830	PS	genitals, testicles	*ḳ(ʷ)Vlḥ-	qˤ l ħ	(SED I No. 171)	1882	qˤ-lħ-	^ qˤ - l ħ - $
3831	Akkadian	vulva (hapax)	ḳallû (gallû)	qˤ a l l û	(CAD ḳ 66, AHw 894)	1882	qˤallû	^ qˤ a l l û $
3832	Geez	testicle	ḳʷəlḥ	qʷˤ ə l ħ	(CDG 428)	1882	qˤʷəlħ	^ qˤʷ ə l ħ $
3833	PS	to cut off, to divide, to separate	*pll	p l l	(EDA I 196)	1890	pll	^ p l l $
3834	Syriac	to break	pll	p l l	(LSyr. 569, SL 1201)	1890	pll	^ p l l $
3835	Arabic	to break, to notch; to depart and then return	fll	f l l	(Lane 2433)	1890	fll	^ f l l $
3836	PS	to cut	*btt	b t t	(EDA I 533)	1895	btt	^ b t t $
3837	Ugaritic	to cut	btt	b t t	(DUL 249)	1895	btt	^ b t t $
3838	Arabic	to cut	btt	b t t	(Lane 147)	1895	btt	^ b t t $
3839	Geez	to cut, to hollow out, to rend with the teeth	batbata	b a t b a t a	(CDG 112)	1895	batbata	^ b a t b a t a $
3840	PS	to cut	*pṣd	p sˤ d	(EDA I 474)	1896	psˤd	^ p sˤ d $
3841	Akkadian	to slice	paṣādu	p a sˤ aː d u	(CAD P 226, AHw. 839)	1896	pasˤaːdu	^ p a sˤ aː d u $
3842	Syriac	spring, fountain	pṣidā	p sˤ i d aː	(LSyr. 586, SL 1219)	1896	psˤidaː	^ p sˤ i d aː $
3843	Arabic	to cut, to slit, to open a vein	fṣd	f sˤ d	(Lane 2404)	1896	fsˤd	^ f sˤ d $
3844	PS	to gaze, to look at, to seek	*ṯˁy	θ ʕ y	(Kogan 2015: 312)	1909	θʕy	^ θ ʕ y $
3845	Akkadian	to look for, search, to probe; to seek out someone	šeˀû	ʃ e ʔ û	(CAD Š₂ 355)	1909	ʃeʔû	^ ʃ e ʔ û $
3846	Hebrew	to gaze, look at	šāˁā	ʃ aː ʕ aː	(HALOT 1609)	1909	ʃaːʕaː	^ ʃ aː ʕ aː $
3847	PS	joint, point of connection between bones	*ḳ(ʷ)Vyṣ-, *k(ʷ)Vṣṣ-	qˤ y sˤ	(SED I No. 172 )	1910	qˤ-ysˤ-	^ qˤ - y sˤ - $
3848	Akkadian	knee, shin, calf of the leg	kimṣu, kinṣu, kiṣṣu	k i m sˤ u	(CAD k 373, AHw 478)	1910	kimsˤu	^ k i m sˤ u $
3849	Ugaritic	to curl up, to bend	ḳmṣ	qˤ m sˤ	(DUL 703)	1910	qˤmsˤ	^ qˤ m sˤ $
3850	Hebrew	handfuls	ḳəmāṣīm	qˤ ə m aː sˤ iː m	(HALOT 1109)	1910	qˤəmaːsˤiːm	^ qˤ ə m aː sˤ iː m $
3851	Arabic	a place on the back of the head where the hair ends; area of the breast where the ribs meet	qaṣāṣ-, quṣāṣ-, qiṣāṣ-	q a sˤ aː sˤ	(BK 2 746 )	1910	qasˤaːsˤ-	^ q a sˤ aː sˤ - $
3852	Geez	leg, shin, shinbone, thigh	ḳʷəyṣ, ḳʷəṣ	qʷˤ ə y sˤ	(CDG 457)	1910	qˤʷəysˤ	^ qˤʷ ə y sˤ $
3853	PS	(animal's) body from neck to rump	*labb(-at)-, *lab(y)-ān-	l a b b	(SED I No. 173)	1911	labb-	^ l a b b - $
3854	Akkadian	tendon of the neck; neck	labânu	l a b â n u	(CAD l 12, AHw 524)	1911	labânu	^ l a b â n u $
3855	Arabic	the upper chest that meets the collarbone	lubbat-	l u b b a t	(BK  2 955)	1911	lubbat-	^ l u b b a t - $
3856	Arabic	upper part of the chest, low neckline, throat	labbat-	l a b b a t	(WKAS II 84)	1911	labbat-	^ l a b b a t - $
3857	Arabic	chest, especially the part between the teats, chest (of any hoofed animal); breast	labān-	l a b aː n	(BK 2 962, WKAS II 169)	1911	labaːn-	^ l a b aː n - $
3858	Arabic	the top of the chest or chest from which descends a necklace or other neck adornment; chest strap (of horse etc.)	labab-	l a b a b	(BK 2 955; WKAS II 83)	1911	labab-	^ l a b a b - $
3859	PS	bladder (of animals)	*li/abbuḫ-, *labīḫ-at-	l i	(SED I No. 175 )	1912	li	^ l i $
3860	Akkadian	bladder (of a bird, sheep or fish)	elibbuḫu	e l i b b u x u	(CAD e 89, AHw 203)	1912	elibbuxu	^ e l i b b u x u $
3861	Arabic	musk purse	labīḫat-	l a b iː x a t	(BK 2 957 )	1912	labiːxat-	^ l a b iː x a t - $
3862	PS	throat	*luγ(γ)-	l u ɣ	(SED I No. 176 )	1913	luɣ-	^ l u ɣ - $
3863	Akkadian	throat	luˀu, luḫḫu	l u ʔ u	(CAD l 258, AHw 565)	1913	luʔu	^ l u ʔ u $
3864	Arabic	word, phrase, language, idiom	luγat-	l u ɣ a t	(BK 2 1007, WKAS II 911)	1913	luɣat-	^ l u ɣ a t - $
3865	PS	jaw	*lVγ-	l ɣ	(SED I No. 177)	1914	l-ɣ-	^ l - ɣ - $
3866	Hebrew	jawbones (pl.)	mətalləˁōt	m ə t a l l ə ʕ oː t	(HALOT 654)	1914	mətalləʕoːt	^ m ə t a l l ə ʕ oː t $
3867	Syriac	maxilla (jaw)	lōˁā	l oː ʕ aː	(LSyr. 361)	1914	loːʕaː	^ l oː ʕ aː $
3868	Arabic	conchal nerve of the ear; ear lobe	luγn-	l u ɣ n	(BK 2 1006, WKAS II 902)	1914	luɣn-	^ l u ɣ n - $
3869	PS	tendon, sinew; muscle	*mV(ˀ)n(-at)-	m n	(SED I No. 183)	1915	m-n-	^ m - n - $
3870	Akkadian	sinews	manānu	m a n aː n u	(CAD m1 208)	1915	manaːnu	^ m a n aː n u $
3871	Syriac	crinis; nervus; chorda; tonus	mentā	m e n t aː	(LSyr. 393)	1915	mentaː	^ m e n t aː $
3872	Arabic	the entire part of the belly that surrounds the navel	maˀnat-	m a ʔ n a t	(BK 2 1054)	1915	maʔnat-	^ m a ʔ n a t - $
3873	PS	corpse, carcass	*nabī̆l-at-	n a b i l a t	(SED I No. 194)	1933	nabil-at-	^ n a b i l - a t - $
3874	Akkadian	cadaver	nabultu	n a b u l t u	(AHw. 700, CAD n1 328)	1933	nabultu	^ n a b u l t u $
3875	Hebrew	corpse, carcass	nəbēlā	n ə b eː l aː	(HALOT 664)	1933	nəbeːlaː	^ n ə b eː l aː $
3876	Arabic	cadaver, carrion	nabīlat-	n a b iː l a t	(BK 2 1189)	1933	nabiːlat-	^ n a b iː l a t - $
3877	PS	to be confident, at rest	*bṭḥ	b tˤ ħ	(Kogan 2015:486)	1941	btˤħ	^ b tˤ ħ $
3878	Hebrew	to be confident	bṭḥ	b tˤ ħ	(HALOT 120)	1941	btˤħ	^ b tˤ ħ $
3879	Arabic	to spread, to expand, to extend; to throw somebody down upon his face; VII. to lie, to stretch oneself	bṭḥ	b tˤ ħ	(Lane 216)	1941	btˤħ	^ b tˤ ħ $
3880	PS	to buy	*ŝˀm	ɬ ʔ m	(LS 429)	1946	ɬʔm	^ ɬ ʔ m $
3881	Akkadian	to buy	šâmu	ʃ â m u	(CAD Š₁ 350, AHw. 1159)	1946	ʃâmu	^ ʃ â m u $
3882	PS	womb, uterus	*ru/abṣ̂-	r u		1948	ru	^ r u $
3883	Akkadian	womb	rubṣu	r u b sˤ u	(CAD r 395, AHw. 991)	1948	rubsˤu	^ r u b sˤ u $
3884	Syriac	uterus	marbəˁā	m a r b ə ʕ aː	(LSyr. 709)	1948	marbəʕaː	^ m a r b ə ʕ aː $
3885	Arabic	intestins	rabaḍ-	r a b a dˤ	(BK 1 806)	1948	rabadˤ-	^ r a b a dˤ - $
3886	PS	to be tight	*pwḳ	p w qˤ	(EDA I 83)	1950	pwqˤ	^ p w qˤ $
3887	Akkadian	to be tight	piˀāḳu	p i ʔ aː qˤ u	(CAD P 141, AHw. 861)	1950	piʔaːqˤu	^ p i ʔ aː qˤ u $
3888	Arabic	VII. to become lean, emaciated; VIII. to become poor, in want or need	fwq	f w q	(Lane 2461)	1950	fwq	^ f w q $
3889	PS	to deceive, to slander	*pgˁ	p g ʕ	(EDA I 150)	1953	pgʕ	^ p g ʕ $
3890	Akkadian	to slander	pagû	p a g û	(CAD P 19; AHw. 809)	1953	pagû	^ p a g û $
3891	PS	to bring together	*ˀtm	ʔ t m	(EDA I 528)	1956	ʔtm	^ ʔ t m $
3892	Akkadian	to own a share in a common fund	adāmu	a d aː m u	(CAD A₁ 95)	1956	adaːmu	^ a d aː m u $
3893	Arabic	to mix, to associate, to unite in company	ˀdm	ʔ d m	(Lane 35)	1956	ʔdm	^ ʔ d m $
3894	Arabic	to assemble, to come together	ˀtm	ʔ t m	(Lane 13)	1956	ʔtm	^ ʔ t m $
3895	PS	to cut, to tear	*bṣ̂r	b ɬˤ r	(EDA I 442)	1961	bɬˤr	^ b ɬˤ r $
3896	Ugaritic	to sever	bṣr	b sˤ r	(DUL 239)	1961	bsˤr	^ b sˤ r $
3897	Hebrew	to pick, gather grapes	bṣr	b sˤ r	(HALOT 148)	1961	bsˤr	^ b sˤ r $
3898	Geez	to separate, to detach, to tear	baṣara	b a sˤ a r a	(CDG 112)	1961	basˤara	^ b a sˤ a r a $
3899	PS	to be spoiled	*psps	p s p s	(EDA I 401)	1976	psps	^ p s p s $
3900	PS	(kind of) disease causing scales on the skin; leprosy	*š/sVl(V)ˁ-	ʃ	(SED I No. 243)	1979	ʃ	^ ʃ $
3901	Akkadian	a pockmark or wart	šullu	ʃ u l l u	(CAD š 3, 241; AHw. 1266 )	1979	ʃullu	^ ʃ u l l u $
3902	Hebrew	scales on the bodies of serpents	sälaˁ	s æ l a ʕ	(Jastrow 996)	1979	sælaʕ	^ s æ l a ʕ $
3903	Arabic	leprosy	sulaˁ-	s u l a ʕ	(BK I 1124)	1979	sulaʕ-	^ s u l a ʕ - $
3904	Arabic	leper, who has scaly skin	ˀaslaˁ-	ʔ a s l a ʕ	(BK I 1125)	1979	ʔaslaʕ-	^ ʔ a s l a ʕ - $
3905	PS	to be soft, moistened	*tḫḫ	t x x	(EDA II)	1981	txx	^ t x x $
3906	Akkadian	to soak, moisten	taḫāḫu	t a x aː x u	(CAD T 39)	1981	taxaːxu	^ t a x aː x u $
3907	Hebrew	crushed, loose earth	ˁăpar ha-ttīḥūaḥ	ʕ ă p a r	(Jastrow 1664)	1981	ʕăpar	^ ʕ ă p a r $
3908	Syriac	rotten	tḥiḥ	t ħ i ħ	(LSyr. 820)	1981	tħiħ	^ t ħ i ħ $
3909	Arabic	to become sour; to become soft by reason of too much water	tḫḫ	t x x	(Lane 298)	1981	txx	^ t x x $
3910	PS	to prick, to puncture	*tkb	t k b	(EDA II)	1984	tkb	^ t k b $
3911	Akkadian	to pierce, to stitch	takāpu	t a k aː p u	(AHw 1306, CAD T 68)	1984	takaːpu	^ t a k aː p u $
3912	PS	to be close, to join each other	*lˀm	l ʔ m	(EDA II)	1985	lʔm	^ l ʔ m $
3913	Akkadian	thousand	līm(u)	l iː m	(CAD L 197, AHw. 553)	1985	liːm	^ l iː m $
3914	Ugaritic	people, clan	lˀim	l ʔ i m	(DUL 487)	1985	lʔim	^ l ʔ i m $
3915	Hebrew	nation	ləˀōm	l ə ʔ oː m	(HALOT 513)	1985	ləʔoːm	^ l ə ʔ oː m $
3916	Arabic	to put together	lˀm	l ʔ m	(WKAS L 55; Lane 3007)	1985	lʔm	^ l ʔ m $
3917	Arabic	agreement, concord	liˀm-	l i ʔ m	(WKAS L 60)	1985	liʔm-	^ l i ʔ m - $
3918	PS	to pierce, to stab ?	*dgš	d g ʃ	(EDA II)	1986	dgʃ	^ d g ʃ $
3919	Akkadian	to pierce	dakāšu	d a k aː ʃ u	(CAD D 34)	1986	dakaːʃu	^ d a k aː ʃ u $
3920	Syriac	punctured	dgaš	d g a ʃ	(LSyr. 142)	1986	dgaʃ	^ d g a ʃ $
3921	Arabic	to strike hard	dqs	d q s	(Behnstedt 383)	1986	dqs	^ d q s $
3922	PS	to push	*dḥp	d ħ p	(EDA II)	1987	dħp	^ d ħ p $
3923	Akkadian	to push, to knock down	daˀāpu	d a ʔ aː p u	(AHw 146, CAD D 1)	1987	daʔaːpu	^ d a ʔ aː p u $
3924	Hebrew	to push away	dḥp	d ħ p	(HALOT 219)	1987	dħp	^ d ħ p $
3925	Arabic	to push, to strike	dhf	d h f	(GD 860)	1987	dhf	^ d h f $
3926	Geez	to perish, to be wiped out; to push aside, to repulse	daḥafa	d a ħ a f a	(CDG 127)	1987	daħafa	^ d a ħ a f a $
3927	PS	to be good	*dmḳ	d m qˤ	(Kogan–Krebernik 2021a, 394, EDA II)	1988	dmqˤ	^ d m qˤ $
3928	Akkadian	to be good, beautiful, to prosper, to be pleasing	damāḳu	d a m aː qˤ u	(AHw 155, CAD D 61)	1988	damaːqˤu	^ d a m aː qˤ u $
3929	Geez	to adorn, to embellish	ˀadmaḳa	ʔ a d m a qˤ a	(CDG 135)	1988	ʔadmaqˤa	^ ʔ a d m a qˤ a $
3930	PS	to thresh; to trample	*dwš	d w ʃ	(EDA II)	1989	dwʃ	^ d w ʃ $
3931	Akkadian	to thresh; to trample	diāšu	d i aː ʃ u	(CAD D 121)	1989	diaːʃu	^ d i aː ʃ u $
3932	Ugaritic	to smash, to grind	dṯ	d θ	(DUL 280)	1989	dθ	^ d θ $
3933	Hebrew	to thresh; to trample down	dwš	d w ʃ	(HALOT 218)	1989	dwʃ	^ d w ʃ $
3934	Syriac	to trample	dāš	d aː ʃ	(LSyr. 148)	1989	daːʃ	^ d aː ʃ $
3935	Arabic	to tread, to trample; to thresh	dws	d w s	(Lane 932)	1989	dws	^ d w s $
3936	Geez	to step on, to trample, to crush underfoot	dasaya	d a s a y a	(CDG 145)	1989	dasaya	^ d a s a y a $
3937	PS	to trample	*drs	d r s	(EDA II)	1990	drs	^ d r s $
3938	Akkadian	to trample	darāsu	d a r aː s u	(CAD D 110)	1990	daraːsu	^ d a r aː s u $
3939	Syriac	to step, to open (the way)	draš	d r a ʃ	(LSyr. 168)	1990	draʃ	^ d r a ʃ $
3940	Arabic	to tread, to thrash	drs	d r s	(Lane 870)	1990	drs	^ d r s $
3941	PS	to judge	*dyn	d y n	(EDA II)	1991	dyn	^ d y n $
3942	Akkadian	to judge	diānu	d i aː n u	(CAD D 100)	1991	diaːnu	^ d i aː n u $
3943	Ugaritic	to judge	dyn	d y n	(DUL 272)	1991	dyn	^ d y n $
3944	Hebrew	to pleade one’s cause	dyn	d y n	(HALOT 220)	1991	dyn	^ d y n $
3945	Syriac	to judge	dān	d aː n	(LSyr. 145)	1991	daːn	^ d aː n $
3946	Arabic	a particular law, a statute, an ordinance, a law	dīn-	d iː n	(Lane 944)	1991	diːn-	^ d iː n - $
3947	Geez	to judge, to sentence	dyna	d y n a	(CDG 146)	1991	dyna	^ d y n a $
3948	PS	to be lost, to perish	*ˀbd	ʔ b d		1992	ʔbd	^ ʔ b d $
3949	Arabic	to flee, to run away at random	ˀbd	ʔ b d	(Lane 4)	1992	ʔbd	^ ʔ b d $
3950	PS	to love	*wdd	w d d	(CDG 604)	1993	wdd	^ w d d $
3951	Geez	to put into, to join together	wadda	w a d d a	(CDG 604)	1993	wadda	^ w a d d a $
3952	PS	to be well-shaped, full, complete	*wpy	w p y		1995	wpy	^ w p y $
3953	PS	to be sad, depressed	*w/ˀgm	w	(HALOT 11)	1996	w	^ w $
3954	Akkadian	to be angry	agāmu	a g aː m u	(CAD A₁ 142)	1996	agaːmu	^ a g aː m u $
3955	Hebrew	grieved	ˀāgēm	ʔ aː g eː m	(HALOT 11)	1996	ʔaːgeːm	^ ʔ aː g eː m $
3956	Arabic	to be very sad	wǯm	w d ʒ m	(LA 12 750)	1996	wdʒm	^ w d ʒ m $
3957	PS	to become little, diminished ?	*dll	d l l	(EDA II)	2000	dll	^ d l l $
3958	Akkadian	misery, hardship, toil	dullu	d u l l u	(AHw 175, CAD D 173)	2000	dullu	^ d u l l u $
3959	Ugaritic	D. to oppress, to subdue	dll	d l l	(DUL 268)	2000	dll	^ d l l $
3960	Hebrew	to become little, tiny	dll	d l l	(HALOT 223)	2000	dll	^ d l l $
3961	Syriac	light	dlilā	d l i l aː	(LSyr. 154)	2000	dlilaː	^ d l i l aː $
3962	PS	legs (as lower parts of body)	*šapū/il-	ʃ a p uː	(SED I No. 271)	2003	ʃapuː	^ ʃ a p uː $
3963	Akkadian	upper or inner thigh	šapūlu, šapullu	ʃ a p uː l u	(CAD Š₁ 492, AHw. 1177)	2003	ʃapuːlu	^ ʃ a p uː l u $
3964	Arabic	legs of a camel; lower body parts, ass	safilat-	s a f i l a t	(BK 1 1102, Lane 1375)	2003	safilat-	^ s a f i l a t - $
3965	PS	to crush, to pound; to be ground finely, to be fine, minute	*dḳḳ	d qˤ qˤ	(EDA II)	2004	dqˤqˤ	^ d qˤ qˤ $
3966	Akkadian	D. to pulverize, to crash	duḳḳuḳu	d u qˤ qˤ u qˤ u	(AHw. 162, CAD D 190)	2004	duqˤqˤuqˤu	^ d u qˤ qˤ u qˤ u $
3967	Ugaritic	tiny; fine; weak	dḳ	d qˤ	(DUL 277)	2004	dqˤ	^ d qˤ $
3968	Hebrew	to crush; to become fine through grinding	dḳḳ	d qˤ qˤ	(HALOT 229)	2004	dqˤqˤ	^ d qˤ qˤ $
3969	Arabic	to break, to crush; to knock; to be thin, slender, small, minute, fine	dqq	d q q	(Lane 895)	2004	dqq	^ d q q $
3970	Geez	to crush, to pound, to make fine	daḳaḳa	d a qˤ a qˤ a	(CDG 140)	2004	daqˤaqˤa	^ d a qˤ a qˤ a $
3971	PS	to contract	*ḳpṣ	qˤ p sˤ	(HALOT 1118, Kogan–Krebernik 2021b: 686)	2005	qˤpsˤ	^ qˤ p sˤ $
3972	Akkadian	to bend over, to curl, to droop	kapāṣu	k a p aː sˤ u	(CAD K 181, AHw. 443)	2005	kapaːsˤu	^ k a p aː sˤ u $
3973	Hebrew	to draw together, shut	ḳpṣ	qˤ p sˤ	(HALOT 1118)	2005	qˤpsˤ	^ qˤ p sˤ $
3974	Syriac	to contract	ḳps	qˤ p s	(LSyr. 684)	2005	qˤps	^ qˤ p s $
3975	PS	to break	*ksp	k s p	(HALOT 490, Kogan–Krebernik 2021b: 686)	2006	ksp	^ k s p $
3976	Akkadian	to break off a piece	kasāpu	k a s aː p u	(CAD K 241, AHw. 453)	2006	kasaːpu	^ k a s aː p u $
3977	Arabic	to split, to cut	ksf	k s f	(BK 2 898)	2006	ksf	^ k s f $
3978	PS	to trade in wine or beer	*sbˀ	s b ʔ	(HALOT 738, Kogan–Krebernik 2021b: 687)	2007	sbʔ	^ s b ʔ $
3979	Akkadian	to brew beer	sabû	s a b û	(CAD S 5, AHw. 1000)	2007	sabû	^ s a b û $
3980	Akkadian	female tavern keeper	za-bí-tum /sābītum/	z a b í t u m	(VE 1412′a–b, Kogan–Krebernik 2021b: 687)	2007	za-bí-tum	^ z a - b í - t u m $
3981	Hebrew	to tipple	sbˀ	s b ʔ	(HALOT 738)	2007	sbʔ	^ s b ʔ $
3982	Arabic	to buy wine in order to resell it	sbˀ	s b ʔ	(BK 1 1039)	2007	sbʔ	^ s b ʔ $
3983	PS	to blunt, to trim	*ḫsr	x s r	(Kogan 2015: 86, Kogan–Krebernik 2021b: 687)	2009	xsr	^ x s r $
3984	Akkadian	to blunt, to chip, to trim	ḫesēru	x e s eː r u	(CAD Ḫ 176, AHw. 329)	2009	xeseːru	^ x e s eː r u $
3985	PS	to weigh	*wzn	w z n	(DUL 599)	2010	wzn	^ w z n $
3986	Hebrew	balances	mō(ˀ)zənayim	m oː z ə n a y i m	(HALOT 539)	2010	moːzənayim	^ m oː z ə n a y i m $
3987	Arabic	be heavy	wzn	w z n	(BK 2 1530, Lane 3052)	2010	wzn	^ w z n $
3988	Geez	to weigh, measure	mazzana	m a z z a n a	(CDG 379)	2010	mazzana	^ m a z z a n a $
3989	PS	to look at	*nṯ̣r	n θˤ r	(HALOT 718, DUL 616)	2018	nθˤr	^ n θˤ r $
3990	Akkadian	to watch over, to protect, to keep	naṣāru	n a sˤ aː r u	(CAD N₂ 33, AHw. 755)	2018	nasˤaːru	^ n a sˤ aː r u $
3991	Ugaritic	to protect, guard; to watch out	nγr	n ɣ r	(DUL 616)	2018	nɣr	^ n ɣ r $
3992	Hebrew	to watch over, to protect; to observe	nṣr	n sˤ r	(HALOT 718)	2018	nsˤr	^ n sˤ r $
3993	Syriac	to guard, to observe	nṭr	n tˤ r	(LSyr. 426)	2018	ntˤr	^ n tˤ r $
3994	Arabic	to look at	nḏ̣r	n ðˤ r	(BK 2 1287, Lane 2810)	2018	nðˤr	^ n ðˤ r $
3995	Geez	to look at	naṣṣara	n a sˤ sˤ a r a	(CDG 406)	2018	nasˤsˤara	^ n a sˤ sˤ a r a $
3996	PS	to load	*ṯ̣ˁn	θˤ ʕ n		2019	θˤʕn	^ θˤ ʕ n $
3997	Akkadian	to load	ṣênu	sˤ ê n u	(CAD Ṣ 131, AHw. 1091)	2019	sˤênu	^ sˤ ê n u $
3998	Syriac	to carry, to burden	ṭˁn	tˤ ʕ n	(LSyr. 283)	2019	tˤʕn	^ tˤ ʕ n $
3999	Arabic	to journey	ṯ̣ˁn	θˤ ʕ n	(BK 2 133, Lane 1911)	2019	θˤʕn	^ θˤ ʕ n $
4000	Geez	to load	ṣaˁana	sˤ a ʕ a n a	(CDG 543)	2019	sˤaʕana	^ sˤ a ʕ a n a $
4001	PS	to go around, to turn	*dwr	d w r	(EDA II)	2020	dwr	^ d w r $
4002	Akkadian	to surround, to encircle	duāru	d u aː r u	(AHw. 1551)	2020	duaːru	^ d u aː r u $
4003	Hebrew	to stack in circles; to stay permanently in one place, to dwell	dwr	d w r	(HALOT 217)	2020	dwr	^ d w r $
4004	Syriac	to dwell, to stay	dwr	d w r	(LSyr. 147)	2020	dwr	^ d w r $
4005	Arabic	to go round, to circle; to return	dwr	d w r	(Lane 930)	2020	dwr	^ d w r $
4006	PS	to yoke, harness	*ṣ̂md	ɬˤ m d	(CDG 150)	2021	ɬˤmd	^ ɬˤ m d $
4007	Akkadian	to make ready, to yoke, harness, to attach	ṣamādu	sˤ a m aː d u	(CAD Ṣ 89, AHw. 1080)	2021	sˤamaːdu	^ sˤ a m aː d u $
4008	Ugaritic	to harness, to yoke, to bind	ṣmd	sˤ m d	(DUL 773)	2021	sˤmd	^ sˤ m d $
4009	Hebrew	to tighten, harness	ṣmd	sˤ m d	(HALOT 1032)	2021	sˤmd	^ sˤ m d $
4010	Syriac	to tie together, connect	ṣmd	sˤ m d	(LSyr. 631)	2021	sˤmd	^ sˤ m d $
4011	Arabic	to bandage the head	ḍmd	dˤ m d	(BK 2 37, Lane 1802)	2021	dˤmd	^ dˤ m d $
4012	Geez	to yoke, bind together	ṣ̂amada	ɬˤ a m a d a	(CDG 149)	2021	ɬˤamada	^ ɬˤ a m a d a $
4013	PS	a kind of enclosure	*dVwr-	d w r	(EDA II)	2023	d-wr-	^ d - w r - $
4014	Akkadian	animal pen (?)	dāru	d aː r u	(CAD D 115)	2023	daːru	^ d aː r u $
4015	Akkadian	(city) wall	dūru	d uː r u	(AHw. 178, CAD D 192)	2023	duːru	^ d uː r u $
4016	Hebrew	dwellingplace	dōr	d oː r	(HALOT 217)	2023	doːr	^ d oː r $
4017	Syriac	house, residence; court, atrium	dārtā	d aː r t aː	(LSyr. 147)	2023	daːrtaː	^ d aː r t aː $
4018	Arabic	house	dār-	d aː r	(Lane 931)	2023	daːr-	^ d aː r - $
4019	PS	period, cycle	*dawr-/*dawar-	d a w r	(DRS 240, Marassini 1971: 48, Fronzaroli 1965: 143, 148, EDA II)	2024	dawr-	^ d a w r - $
4020	Akkadian	long time, eternity	dāru	d aː r u	(AHw. 164, CAD D 107)	2024	daːru	^ d aː r u $
4021	Akkadian	generation	dāru	d aː r u	(AHw. 164, CAD D 115)	2024	daːru	^ d aː r u $
4022	Ugaritic	cycle, generation	dr	d r	(DUL 277)	2024	dr	^ d r $
4023	Hebrew	period, age; generation	dōr	d oː r	(BDB 189)	2024	doːr	^ d oː r $
4024	Syriac	age, lifetime, generation	dārā	d aː r aː	(LSyr. 147)	2024	daːraː	^ d aː r aː $
4025	Geez	race, generation	dār	d aː r	(CDG 140)	2024	daːr	^ d aː r $
4026	PS	to roast	*ḳly	qˤ l y	(EDG 431)	2027	qˤly	^ qˤ l y $
4027	PS	to weigh	*ṯḳl	θ qˤ l	(HALOT 1642)	2030	θqˤl	^ θ qˤ l $
4028	Akkadian	to suspend, weigh out, balance	šaḳālu	ʃ a qˤ aː l u	(CAD Š₂ 1, AHw. 1178)	2030	ʃaqˤaːlu	^ ʃ a qˤ aː l u $
4029	Ugaritic	shekel (unit of weight)	ṯḳl	θ qˤ l	(DUL 914)	2030	θqˤl	^ θ qˤ l $
4030	Hebrew	to carry weigh, to weigh	šḳl	ʃ qˤ l	(HALOT 1642)	2030	ʃqˤl	^ ʃ qˤ l $
4031	Syriac	to suspend, weigh out, balance	tḳl	t qˤ l	(LSyr. 831)	2030	tqˤl	^ t qˤ l $
4032	Arabic	to be heavy	ṯql	θ q l	(BK 1 229, Lane 343)	2030	θql	^ θ q l $
4033	Geez	to suspend, to weigh	saḳala	s a qˤ a l a	(CDG 509f.)	2030	saqˤala	^ s a qˤ a l a $
4034	PS	to be	*yṯw	y θ w		2032	yθw	^ y θ w $
4035	Akkadian	to have	išû	i ʃ û	(CAD I 289, AHw. 420)	2032	iʃû	^ i ʃ û $
4036	Ugaritic	presence, existence	ˀiṯ	ʔ i θ	(DUL 120)	2032	ʔiθ	^ ʔ i θ $
4037	PS	birth-mark, mole	*ŝₓV̄m-at-	ɬₓ m a t		2036	ɬₓ-m-at-	^ ɬₓ - m - a t - $
4038	Hebrew	mark, mole, wart	šūmā	ʃ uː m aː	(Jastrow 1536)	2036	ʃuːmaː	^ ʃ uː m aː $
4039	Arabic	mole; sign (any black sign seen on earth)	šāmat-	ʃ aː m a t	(BK 1 1300)	2036	ʃaːmat-	^ ʃ aː m a t - $
4040	PS	to mention, to remember	*ḏkr	ð k r	(HALOT 269, Kogan–Krebernik 2021b: 690)	2040	ðkr	^ ð k r $
4041	Akkadian	to declare, to name, to invoke	zakāru	z a k aː r u	(CAD Z 16, AHw. 1503)	2040	zakaːru	^ z a k aː r u $
