NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	CONCEPTICON_POS
8618	to shout, to cry	1839	CRY	verb
8619	to exclaim, shout; to invinte; to claim	715	SHOUT	verb
8620	to shout loudly			
8621	to shout, call, invite	715	SHOUT	verb
8622	to shout, protest, be in pain	715	SHOUT	verb
8623	to cry out loud			
8624	to call, to cry out	1084	CALL	verb
8625	to call, to summon	1084	CALL	verb
8626	to move slowly, step by step			
8627	boundary stone			
8628	to receive, to gain; to find, to encounter	719	FIND	verb
8629	wedding feast			
8630	to open one’s mouth			
8631	to open one’s mouth repeatedly			
8632	to fashion (pottery)			
8633	potter, ceramist	359	POTTER	noun
8634	potter	359	POTTER	noun
8635	to pound; to be fine, small	354	POUND	verb
8636	small, thin	1246	SMALL	adjective
8637	very small			
8638	small gibbous tracts of sand heaped up			
8639	to transfix, to run through, to thrust, to stab	1434	STAB	verb
8640	to stamp on the ground, to pound, to beat, to thrash	354	POUND	verb
8641	to watch over, to protect, to keep	1477	KEEP	verb
8642	to protect, guard; to watch out	2900	PROTECT	verb
8643	to guard, to protect	2900	PROTECT	verb
8644	to watch over, to protect; to observe	2900	PROTECT	verb
8645	to keep	1477	KEEP	verb
8646	to guard, to observe, to retain in memory	1940	GUARD	noun
8647	to guard, to observe	1940	GUARD	noun
8648	to guard, wait, remain fresh	1590	WAIT (FOR)	verb
8649	to watch over, to take care of			
8650	to observe, watch over, protect	2900	PROTECT	verb
8651	to spy, to look into distance			
8652	to become clear; to look at attentively			
8653	to clarified, become known			
8654	to load	3669	LOAD (SOMETHING)	verb
8655	to heap, to load	3669	LOAD (SOMETHING)	verb
8656	to carry, to load, to impose	700	CARRY	verb
8657	to carry, lift up	700	CARRY	verb
8658	to carry, load, bear fruit	700	CARRY	verb
8659	to carry, to burden	700	CARRY	verb
8660	to bear, carry	700	CARRY	verb
8661	I. tragen (to carry)			
8662	to journey	2393	JOURNEY	noun
8663	to saddle, load	1679	LOAD	noun
8664	to transhume			
8665	to go around, to turn	1588	TURN	verb
8666	to surround, to encircle	3274	ENCIRCLE	verb
8667	to stack in circles; to stay permanently in one place, to dwell	363	DWELL (LIVE, RESIDE)	verb
8668	to stay permanently in one place, to dwell	363	DWELL (LIVE, RESIDE)	verb
8669	to go around, to overtake; to dwell, to live	1422	BE ALIVE	verb
8670	to dwell, to stay	987	REMAIN	verb
8671	to dwell, to stay in	363	DWELL (LIVE, RESIDE)	verb
8672	to go round, to circle; to return	581	COME BACK	verb
8673	to turn from, to refuse	49	REFUSE	verb
8674	to search, to scout	1468	LOOK FOR	verb
8675	to roll, to wind up; to turn upside down	827	ROLL	verb
8676	to wander around			
8677	to go around			
8678	to yoke, harness	14	YOKE	noun
8679	to make ready, to yoke, harness, to attach	3894	ATTACH	verb
8680	I bind (herewith)			
8681	to harness, to yoke, to bind	2217	YOKE (VERB)	verb
8682	to tighten, harness	1094	FASTEN	verb
8683	to join, bind, attach	1743	JOIN	verb
8684	to tie together, connect	1917	TIE	verb
8685	(pe.) to fasten, to join, to harness	1743	JOIN	verb
8686	to bandage the head			
8687	to yoke, bind together	14	YOKE	noun
8688	to prepare everything for ploughing, to yoke	14	YOKE	noun
8689	to yoke, harness up	14	YOKE	noun
8690	to yoke, unite	1743	JOIN	verb
8691	to befall			
8692	period of time (usually a year or a century)	508	PERIOD	noun
8693	fate, misfortune	56	BAD LUCK	noun
8694	always	1676	ALWAYS	other
8695	a kind of enclosure			
8696	animal pen (?)			
8697	dwellingplace			
8698	enclosed space			
8699	(part of) building/construction	3396	BUILDING	noun
8700	courtyard, dwelling	4	COURTYARD	noun
8701	bastion			
8702	dwelling			
8703	house, residence; court, atrium	1252	HOUSE	noun
8704	home, abode, dwelling	2406	HOME	noun
8705	villages, settlements			
8706	house, residence; inhabited place	1252	HOUSE	noun
8707	fence, penfold	1690	FENCE	noun
8708	goat pen built with dry stone walls			
8709	storage room near the secluded women’s room			
8710	period, cycle	508	PERIOD	noun
8711	long time, eternity	418	FOR A LONG TIME	other
8712	generation			
8713	cycle, generation			
8714	period, age; generation	1789	AGE	noun
8715	age, lifetime, generation	1789	AGE	noun
8716	age, time, epoch	892	TIME	noun
8717	one occasion			
8718	race, generation			
8719	course of time			
8720	before, formerly, earlier, in ancient days	1882	BEFORE	other
8721	formerly, previously	2914	ONCE (IN THE PAST)	other
8722	formerly, ago	2914	ONCE (IN THE PAST)	other
8723	ago, long ago; olden days, year	1226	YEAR	noun
8724	this year	513	THIS YEAR	other
8725	to wipe out, to efface			
8726	to be deleted, destroyed			
8727	to sweep away, to destroy	681	DESTROY	verb
8728	to cancel, to wipe out			
8729	to destroy, to demolish; to wipe out	681	DESTROY	verb
8730	to beat, to tan	1665	BEAT	verb
8731	to box someone’s ears			
8732	skin in which milk is put; large breast			
8733	to tan leather			
8734	to beat (also about leather in the tanning process)	1665	BEAT	verb
8735	to roast	1962	ROAST (SOMETHING)	verb
8736	to be fitting			
8737	to frequent, to visit	1377	VISIT	verb
8738	congregatus est; advenit, visitavit (to come, to arrive, to visit)	1387	ARRIVE	verb
8739	to appear in a place where he/it should remain, (II) to declare to be right, to approve, (IV) to go right, to reach its goal’, (X) to consider to be right			
8740	to be straight	1404	STRAIGHT	adjective
8741	to add	2882	ADD	verb
8742	to add, to continue to do	2882	ADD	verb
8743	(Haph.) to add	2882	ADD	verb
8744	(Hof.) to be added			
8745	(Aph.) to add	2882	ADD	verb
8746	(aph.) to add, to increase	1041	INCREASE	verb
8747	(aph.) to add	2882	ADD	verb
8748	(ettaf.) to be added			
8749	to increase, to add members (to a social group)	1041	INCREASE	verb
8750	to suspend, weigh out, balance			
8751	shekel (unit of weight)			
8752	to weigh out			
8753	to carry weigh, to weigh	1098	WEIGH	verb
8754	to suspend			
8755	to weigh, be even	1098	WEIGH	verb
8756	to weigh, to smoothen	1098	WEIGH	verb
8757	to suspend, to weigh	1098	WEIGH	verb
8758	to hang, to crucify; to drag	2884	HANG	verb
8759	to hang, to raise up in the air	2884	HANG	verb
8760	to suspend, to raise up in the air			
8761	to hang against the wall			
8762	to hang up by making object lean against something			
8763	to cover oneself			
8764	(pi.) to cover	761	COVER	verb
8765	(pa.) to cover	761	COVER	verb
8766	to cover, clothe, conceal	761	COVER	verb
8767	to cover, conceal, dress	761	COVER	verb
8768	to keep secret, conceal	602	HIDE (CONCEAL)	verb
8769	(pe.) to cover	761	COVER	verb
8770	to clothe	158	PUT ON	verb
8771	(military) clothing	1895	CLOTHES	noun
8772	to have	773	HAVE	verb
8773	presence, existence			
8774	to manage; to help	1897	HELP	verb
8775	to manage to shoulder a burden (physically or psychologically			
8776	to come, to attain	1446	COME	verb
8777	to arrive; to behave with goodness and affection, to have a close, loving communion with somebody; (IV) to make come, to bring, to deliver	1387	ARRIVE	verb
8778	to proceed, to arrive; to join, to adhere (intransitive)	1387	ARRIVE	verb
8779	se rendre à, arriver à tel endroit (to proceed, to arrive)	1387	ARRIVE	verb
8780	skin, hide of cattle	763	SKIN	noun
8781	hide of cattle after the hair has been pulled off			
8782	birth-mark, mole	1907	MOLE	noun
8783	mark, mole, wart	1907	MOLE	noun
8784	mole; sign (any black sign seen on earth)	1907	MOLE	noun
8785	stomach (of an animal, bird)	937	BIRD	noun
8786	gizzard, crop (of a bird); stomach	819	STOMACH	noun
8787	one of ruminant's four stomachs			
8788	tripe, ventricle of ruminants			
8789	second stomach of a ruminant, tripe			
8790	small stomach of ruminants			
8791	to reconcile			
8792	to be reconciled, to reconcile oneself			
8793	(male) genitalia	198	GENITALIA	noun
8794	the bag which contains a male animal's member			
8795	generative organ (of deer and horse)			
8796	verge, penis (of the man or of another male being); tip of the beard; nose	1221	NOSE	noun
8797	to mention, to remember	707	REMEMBER	verb
8798	to declare, to name, to invoke	1405	NAME	noun
8799	he spoke			
8800	to remember	707	REMEMBER	verb
8801	to remember, recall, recite	707	REMEMBER	verb
8802	(itpe.) to remember	707	REMEMBER	verb
8803	to pronounce (esp. incantations)			
8804	to mention, to record			
8805	to remember, recall, mention	707	REMEMBER	verb
8806	to report, to tell, to remember	1711	TELL	verb
8807	to remember, recall	707	REMEMBER	verb
8808	to hold a commemorative feast; to call people by name			
8809	to commemorate			
8810	to remind			
8811	to become clean, clear	989	CLEAR	adjective
8812	my purification			
8813	ritually pure			
8814	(pa.) to purify			
8815	to smash, to crush	1520	CRUSH	verb
8816	to pound in a mortar			
8817	to bruise, to pound, to pulverize	354	POUND	verb
8818	poor, povertystricken, destitute	1674	POOR	adjective
8819	oppressed, miserable			
8820	to pound, to grind	1033	GRIND	verb
8821	to rub, to grind	1449	RUB	verb
8822	to hit on the head with a stick or stone and draw blood			
8823	to knock	2396	KNOCK	verb
8824	to bump (against); to bang a hole in	1903	SWELLING	noun
8825	to be thin	2308	THIN	adjective
8826	thin	2308	THIN	adjective
8827	fine, thin	2308	THIN	adjective
8828	thinness			
8829	to make thin			
8830	to be minute, very small, fine	218	FINE (PENALTY)	noun
8831	to lean, recline (on one’s elbow)	3619	LEAN	verb
8832	to lean, to recline	3619	LEAN	verb
8833	(hitp.) to lean against			
8834	VIII. to support oneself			
8835	to recline (at the table)			
8836	to sit at the table, to sit down in council			
8837	a cripple	3621	DISABLED PERSON	noun
8838	to cut a stick			
8839	to be deep, concave; to make a hollow	1593	DEEP	adjective
8840	dish, bowl	1530	BOWL	noun
8841	to be deep, to have a deep bottom (a well)	1593	DEEP	adjective
8842	hammock	2019	HAMMOCK	noun
8843	bed, throne, loft	1663	BED	noun
8844	to be an outsider, to be strange, foreign	109	FOREIGN	adjective
8845	to dislike, to hate, to avoid	1607	HATE	verb
8846	strange, other	197	OTHER	other
8847	to visit	1377	VISIT	verb
8848	to go around, to circulate			
8849	to go about, to wander around			
8850	to go around, to roam, not to be able to remain in the same place			
8851	to discuss, to talk over			
8852	mind, purpose, desire	1562	MIND	noun
8853	to provide with food			
8854	to provide with food rations			
8855	barley ration, food allowance			
8856	ration, supply			
8857	to rob, to plunder	3670	PLUNDER	verb
8858	to rob, to take away by force	2073	ROB (VERB)	verb
8859	pillager, destroyer			
8860	contemptible, bad, corrupt	1292	BAD	adjective
8861	mountain, hill; forest	639	MOUNTAIN	noun
8862	forest	420	FOREST	noun
8863	massif, promontory			
8864	a low, depressed part of the ground, a wide part of the ground	721	LOW	adjective
8865	ledge; deep hole, depression	2204	LEDGE	noun
8866	deep hole, depression	3877	DEPRESSION	noun
8867	a wadi where little streams conflate			
8868	territory			
8869	gang, caravan			
8870	road; caravan; business venture; service unit	667	ROAD	noun
8871	sceptre, rod, wand, stake			
8872	scepter, staff, stick, branch, twig	1295	STICK	noun
8873	to buckle, to bend	2004	BEND	verb
8874	to squat, to kneel	66	KNEEL	verb
8875	to reach, to arrive	1387	ARRIVE	verb
8876	to search for, to reach	1387	ARRIVE	verb
8877	one who earns, obtains much			
8878	to summon, to invoke			
8879	to say, to tell, to speak, to decree	1458	SAY	verb
8880	to curse, enchant	8	CURSE	verb
8881	to revile, to ignore	41	IGNORE	verb
8882	to mock, to deride, to scorn			
8883	to be swift	1631	FAST	adjective
8884	to run fast			
8885	to run, to hurry	1519	RUN	verb
8886	herald			
8887	a yearling lamb			
8888	lamb, young male sheep	820	LAMB	noun
8889	to prepare perfume			
8890	to mix perfume			
8891	to prepare, mix spiced ointment	2909	PREPARE	verb
8892	edge, hem	863	EDGE	noun
8893	a cloth trimming			
8894	(to be) sharp	1396	SHARP	adjective
8895	to scream	3809	SCREAM (PRODUCE A CRY)	verb
8896	to scream, to screech, to shriek	298	SHRIEK	verb
8897	to shriek, to scream	298	SHRIEK	verb
8898	to scream, to emit sounds (about animals)	3809	SCREAM (PRODUCE A CRY)	verb
8899	to tremble, to shake	1909	SHAKE	verb
8900	to make tremble, to scare	252	FRIGHTEN	verb
8901	to tremble	52	SHIVER	verb
8902	se movit, motus est (to move)			
8903	to move, to agitate, to shake	1909	SHAKE	verb
8904	bundle, tuft	2943	BUNDLE	noun
8905	to take someone’s animals away by force			
8906	to wrap, to cover	761	COVER	verb
8907	to cover, cover over, to bandage, bind up	761	COVER	verb
8908	to suffocate, smother (by placing the hand over the nose and mouth); to cover the mouth			
8909	block the mouth of someone			
8910	(woman) to keep the face covered			
8911	to cover (the face)	761	COVER	verb
8912	to wrap, to cover (ripening date clusters from wind)	1113	WRAP	verb
8913	to be in peace			
8914	peace	1338	PEACE	noun
8915	to be well, feel well, be in peace	954	WELL	noun
8916	redemption, ransom			
8917	need, want, request; purpose; business activity, enterprise	1784	WANT	verb
8918	ornament, splendor	917	ORNAMENT	noun
8919	will, thing	738	THING	noun
8920	to manifest passionate love or desire	2960	LONGING (WISH)	noun
8921	to wait; to await, to stand by; to persevere, to expect	1590	WAIT (FOR)	verb
8922	prince, sovereign	2554	PRINCE (RULER)	noun
8923	official, commander	3361	OFFICIAL	noun
8924	to set out, to depart	1752	LEAVE	verb
8925	to get up, to rise; to set out, to depart, to leave	1752	LEAVE	verb
8926	to go, leave, depart	695	GO	verb
8927	to get married			
8928	bridewealth			
8929	I. to be heavy			
8930	schwer, hart; kostbar (heavy, hard; precious)	1884	HARD	adjective
8931	to truss together the legs of an animal for sacrifice			
8932	volvit; contorsit, convolvit (to roll, to swing, to convulse)	2871	SWING (MOVEMENT)	verb
8933	to tie; to ratify a contract	1917	TIE	verb
8934	to twist, to wind (transitive)	430	TWIST	verb
8935	to block, to stop	2762	BLOCK (THE WAY)	verb
8936	to have an impediment in one’s speech; (IV) to lock a door			
8937	to be dumb; (Gt) to be blocked	1492	DUMB	adjective
8938	to be dumb; (D) to block	1492	DUMB	adjective
8939	to shut	1046	SHUT	verb
8940	to cover, to close	761	COVER	verb
8941	bandage			
8942	husk; sheath	3424	SHEATH	noun
8943	(pu.) to be covered (with precious stones); to fall into a swoon, (hitpa.) to wrap oneself up; to become faint			
8944	to put in a sheath			
8945	plashed cover for a wooden bowl			
8946	small vessel for milk			
8947	to soak, to immerse	2069	SOAK (VERB)	verb
8948	to soak, irrigate (a field); to bathe, soak (an object)	138	BATHE	verb
8949	to dye, to colour, to dip, to immerse	157	DYE	verb
8950	to be thick, dense	2239	DENSE	adjective
8951	to be thick	1244	THICK	adjective
8952	wellbeing, opulence			
8953	to have little (or no) intelligence			
8954	tangled, confused, dense	2239	DENSE	adjective
8955	épais (thick)			
8956	to be dark, covered	706	DARK	adjective
8957	to be dark, dim	706	DARK	adjective
8958	to cover, to conceal, to come upon, to come over	761	COVER	verb
8959	to be tied, girded			
8960	to fasten (thongs of a shoe)	1094	FASTEN	verb
8961	a strap in the leathern waterbag			
8962	to hold, to restrain	1448	HOLD	verb
8963	to hold back, to withhold			
8964	to keep back			
8965	to encircle, to keep back	3274	ENCIRCLE	verb
8966	to prohibit, to forbid	83	FORBID	verb
8967	to tour, to go around in a circle			
8968	to prevent, to hinder	1550	PREVENT	verb
8969	a kind of slime			
8970	(green) dry mucus, nasal discharge			
8971	slime			
8972	to provide with a headdress, to put a covering on someone's head			
8973	kind of garment			
8974	to cover, to veil, to hide; to forgive	2486	HIDE	verb
8975	to take away, to deprive			
8976	to reduce, lower, diminish	1184	DIMINISH	verb
8977	desolation, waste, bareness	79	WASTE	verb
8978	distress, famine	199	FAMINE	noun
8979	barren			
8980	to take smt. out of smt., to reduce smt.			
8981	film, chaff	2363	CHAFF (HUSK)	noun
8982	membrane, film	216	MOVIE	noun
8983	chaff, refuse that is taken forth from wheat	2363	CHAFF (HUSK)	noun
8984	to clean, to clear the wheat	2235	CLEAN (SOMETHING)	verb
8985	chaff, snakeskin, fish scales	2363	CHAFF (HUSK)	noun
8986	to be obscure, black	163	BLACK	adjective
8987	to become obscured (of heavenly bodies), to become eclipsed; to be worried, disturbed, restless			
8988	to act perfidiously, to break a compact; to remain, to lag behind; to be(come) dark (of the night)	987	REMAIN	verb
8989	to honour			
8990	to fear (deity), to show respect, to be in awe	1419	FEAR (BE AFRAID)	verb
8991	to honour, to adorn			
8992	collar, yoke	14	YOKE	noun
8993	to detain, keep waiting			
